Scholarship_ID,Scholarship_Name,Amount,State,Category,Batch,Eligibility_Caste,Eligibility_Gender,Min_Percentage_Required,Course_Applicable,Application_Start_Date,Application_Deadline,Contact_Email
SCH703153,National Research Scholarship for Engineering,72016,Delhi,Research,2026,All,Male,73,Engineering,2025-04-13,2025-07-02,contact@delhischolarships.gov.in
SCH664335,State Need-based Scholarship for Engineering,99908,Karnataka,Need-based,2023,General,Female,91,Medical,2025-04-15,2025-06-05,contact@karnatakascholarships.gov.in
SCH659939,State Need-based Scholarship for Medical,51515,Delhi,Need-based,2025,ST,All,62,Engineering,2025-04-11,2025-06-30,contact@delhischolarships.gov.in
SCH685827,Private Minority Scholarship for Medical,21429,Tamil Nadu,Minority,2026,ST,All,68,Commerce,2025-05-03,2025-06-04,contact@tamilnaduscholarships.gov.in
SCH722314,Private Need-based Scholarship for Medical,81253,West Bengal,Need-based,2026,SC,All,85,Medical,2025-03-29,2025-05-18,contact@westbengalscholarships.gov.in
SCH736330,National Sports Scholarship for Science,24377,Bihar,Sports,2025,ST,Male,90,Commerce,2025-04-28,2025-06-13,contact@biharscholarships.gov.in
SCH166029,National Women-specific Scholarship for Engineering,45614,Tamil Nadu,Women-specific,2024,SC,All,54,Any,2025-04-30,2025-06-22,contact@tamilnaduscholarships.gov.in
SCH989697,Private Need-based Scholarship for Any,75214,Tamil Nadu,Need-based,2024,All,Female,70,Science,2025-04-25,2025-06-29,contact@tamilnaduscholarships.gov.in
SCH901880,National Merit-based Scholarship for Commerce,96362,Punjab,Merit-based,2024,OBC,Male,62,Engineering,2025-03-11,2025-04-12,contact@punjabscholarships.gov.in
SCH31195,National Need-based Scholarship for Engineering,84843,West Bengal,Need-based,2026,ST,All,89,Any,2025-04-17,2025-07-09,contact@westbengalscholarships.gov.in
SCH240663,State Merit-based Scholarship for Medical,89423,Kerala,Merit-based,2023,OBC,All,81,Engineering,2025-04-21,2025-05-25,contact@keralascholarships.gov.in
SCH656894,National Women-specific Scholarship for Arts,41570,Uttar Pradesh,Women-specific,2026,SC,All,53,Commerce,2025-04-23,2025-07-22,contact@uttarpradeshscholarships.gov.in
SCH475392,National Sports Scholarship for Any,9612,Kerala,Sports,2023,OBC,All,56,Engineering,2025-04-29,2025-06-17,contact@keralascholarships.gov.in
SCH872862,State Sports Scholarship for Medical,17656,Karnataka,Sports,2024,All,All,61,Commerce,2025-04-09,2025-06-20,contact@karnatakascholarships.gov.in
SCH81745,National Women-specific Scholarship for Any,42785,Telangana,Women-specific,2026,ST,Male,60,Medical,2025-03-29,2025-06-10,contact@telanganascholarships.gov.in
SCH526798,State Sports Scholarship for Any,15366,Tamil Nadu,Sports,2026,SC,Female,85,Arts,2025-04-10,2025-06-17,contact@tamilnaduscholarships.gov.in
SCH350491,Private Research Scholarship for Science,483143,Rajasthan,Research,2024,All,All,63,Science,2025-04-22,2025-06-11,contact@rajasthanscholarships.gov.in
SCH310181,State Minority Scholarship for Science,31023,Kerala,Minority,2023,SC,All,51,Commerce,2025-03-07,2025-05-22,contact@keralascholarships.gov.in
SCH703072,National Minority Scholarship for Arts,19541,Gujarat,Minority,2025,General,All,67,Commerce,2025-03-20,2025-06-12,contact@gujaratscholarships.gov.in
SCH436794,National Merit-based Scholarship for Science,56616,Gujarat,Merit-based,2025,SC,All,65,Medical,2025-03-16,2025-04-23,contact@gujaratscholarships.gov.in
SCH991301,National Minority Scholarship for Commerce,31201,Kerala,Minority,2024,General,All,70,Science,2025-04-12,2025-07-09,contact@keralascholarships.gov.in
SCH449148,Private Research Scholarship for Any,352111,Haryana,Research,2023,All,All,69,Engineering,2025-04-28,2025-07-25,contact@haryanascholarships.gov.in
SCH100347,National Merit-based Scholarship for Arts,55603,Tamil Nadu,Merit-based,2026,ST,Male,64,Any,2025-05-02,2025-07-23,contact@tamilnaduscholarships.gov.in
SCH857653,Private Women-specific Scholarship for Science,8547,Andhra Pradesh,Women-specific,2023,SC,All,86,Medical,2025-03-26,2025-05-28,contact@andhrapradeshscholarships.gov.in
SCH45681,Private Sports Scholarship for Medical,15039,Punjab,Sports,2026,ST,All,86,Commerce,2025-03-10,2025-05-22,contact@punjabscholarships.gov.in
SCH784188,State Need-based Scholarship for Arts,61684,Bihar,Need-based,2025,General,Female,86,Any,2025-03-16,2025-04-23,contact@biharscholarships.gov.in
SCH719501,State Sports Scholarship for Arts,10575,Assam,Sports,2026,OBC,Male,80,Commerce,2025-04-01,2025-06-02,contact@assamscholarships.gov.in
SCH321905,State Research Scholarship for Any,349541,Himachal Pradesh,Research,2024,OBC,Male,67,Science,2025-03-19,2025-05-23,contact@himachalpradeshscholarships.gov.in
SCH919358,Private Women-specific Scholarship for Engineering,12374,Punjab,Women-specific,2026,SC,Female,62,Arts,2025-04-18,2025-06-13,contact@punjabscholarships.gov.in
SCH484145,Private Sports Scholarship for Engineering,24976,Rajasthan,Sports,2026,All,Male,78,Engineering,2025-03-17,2025-05-08,contact@rajasthanscholarships.gov.in
SCH36530,Private Need-based Scholarship for Arts,30446,Karnataka,Need-based,2023,General,All,53,Medical,2025-04-24,2025-07-09,contact@karnatakascholarships.gov.in
SCH560509,National Minority Scholarship for Arts,12292,Gujarat,Minority,2026,General,Female,63,Any,2025-03-26,2025-05-23,contact@gujaratscholarships.gov.in
SCH471101,Private Need-based Scholarship for Commerce,43902,Himachal Pradesh,Need-based,2024,General,Female,87,Any,2025-04-11,2025-06-10,contact@himachalpradeshscholarships.gov.in
SCH495010,National Minority Scholarship for Engineering,23613,Assam,Minority,2025,General,Female,91,Engineering,2025-03-19,2025-06-07,contact@assamscholarships.gov.in
SCH506933,Private Research Scholarship for Arts,397593,Bihar,Research,2025,General,Male,68,Any,2025-04-30,2025-07-27,contact@biharscholarships.gov.in
SCH80806,State Need-based Scholarship for Commerce,23055,Tamil Nadu,Need-based,2026,All,All,55,Medical,2025-05-03,2025-06-22,contact@tamilnaduscholarships.gov.in
SCH941034,State Sports Scholarship for Commerce,6408,Himachal Pradesh,Sports,2025,SC,Female,75,Any,2025-03-09,2025-04-23,contact@himachalpradeshscholarships.gov.in
SCH60811,State Merit-based Scholarship for Any,56125,Haryana,Merit-based,2025,OBC,All,67,Engineering,2025-03-29,2025-06-07,contact@haryanascholarships.gov.in
SCH54623,National Research Scholarship for Commerce,196902,Kerala,Research,2025,ST,All,58,Engineering,2025-03-21,2025-04-29,contact@keralascholarships.gov.in
SCH285418,Private Sports Scholarship for Commerce,45994,Tamil Nadu,Sports,2026,OBC,All,59,Science,2025-04-19,2025-06-02,contact@tamilnaduscholarships.gov.in
SCH105405,State Sports Scholarship for Science,40535,Maharashtra,Sports,2024,All,All,93,Medical,2025-03-15,2025-04-27,contact@maharashtrascholarships.gov.in
SCH585201,Private Minority Scholarship for Any,39328,Gujarat,Minority,2026,OBC,All,86,Medical,2025-05-04,2025-06-11,contact@gujaratscholarships.gov.in
SCH638468,Private Merit-based Scholarship for Commerce,25517,Punjab,Merit-based,2024,General,Female,76,Science,2025-03-18,2025-05-07,contact@punjabscholarships.gov.in
SCH838788,Private Research Scholarship for Any,437102,Maharashtra,Research,2024,General,Male,61,Engineering,2025-03-24,2025-05-02,contact@maharashtrascholarships.gov.in
SCH733462,Private Sports Scholarship for Commerce,20133,Kerala,Sports,2024,General,Female,55,Any,2025-04-14,2025-05-28,contact@keralascholarships.gov.in
SCH850288,Private Need-based Scholarship for Commerce,71441,West Bengal,Need-based,2025,OBC,Female,81,Science,2025-04-21,2025-07-01,contact@westbengalscholarships.gov.in
SCH262662,National Need-based Scholarship for Medical,14224,Gujarat,Need-based,2023,SC,Female,64,Any,2025-04-02,2025-06-19,contact@gujaratscholarships.gov.in
SCH744163,National Need-based Scholarship for Medical,67577,Himachal Pradesh,Need-based,2026,SC,Female,65,Science,2025-05-01,2025-07-09,contact@himachalpradeshscholarships.gov.in
SCH937320,Private Merit-based Scholarship for Any,59856,Tamil Nadu,Merit-based,2026,All,All,86,Commerce,2025-04-22,2025-06-11,contact@tamilnaduscholarships.gov.in
SCH675067,National Sports Scholarship for Science,34943,Assam,Sports,2023,OBC,All,84,Science,2025-04-28,2025-07-23,contact@assamscholarships.gov.in
SCH602388,State Sports Scholarship for Commerce,46330,Assam,Sports,2025,ST,Female,69,Arts,2025-03-10,2025-04-21,contact@assamscholarships.gov.in
SCH893295,State Need-based Scholarship for Arts,90364,Uttar Pradesh,Need-based,2024,ST,All,78,Engineering,2025-05-04,2025-06-06,contact@uttarpradeshscholarships.gov.in
SCH456558,Private Need-based Scholarship for Any,81618,Delhi,Need-based,2026,SC,Female,51,Medical,2025-03-15,2025-05-09,contact@delhischolarships.gov.in
SCH652960,Private Sports Scholarship for Medical,34798,Uttar Pradesh,Sports,2025,OBC,All,57,Engineering,2025-03-12,2025-04-27,contact@uttarpradeshscholarships.gov.in
SCH921511,State Women-specific Scholarship for Any,28785,Delhi,Women-specific,2026,All,All,60,Science,2025-03-12,2025-05-14,contact@delhischolarships.gov.in
SCH822481,National Merit-based Scholarship for Arts,84120,Tamil Nadu,Merit-based,2024,OBC,Male,61,Any,2025-05-01,2025-07-12,contact@tamilnaduscholarships.gov.in
SCH721194,State Research Scholarship for Arts,432815,Assam,Research,2025,OBC,Male,58,Medical,2025-04-25,2025-06-22,contact@assamscholarships.gov.in
SCH976821,State Sports Scholarship for Engineering,35057,Andhra Pradesh,Sports,2026,All,Male,88,Science,2025-04-07,2025-06-30,contact@andhrapradeshscholarships.gov.in
SCH191801,Private Need-based Scholarship for Any,72352,Karnataka,Need-based,2026,General,All,88,Engineering,2025-04-05,2025-05-31,contact@karnatakascholarships.gov.in
SCH511225,State Sports Scholarship for Commerce,46198,Karnataka,Sports,2024,General,Male,59,Engineering,2025-04-11,2025-07-02,contact@karnatakascholarships.gov.in
SCH785182,National Merit-based Scholarship for Engineering,97424,Rajasthan,Merit-based,2025,SC,Male,53,Engineering,2025-04-12,2025-07-04,contact@rajasthanscholarships.gov.in
SCH297919,National Need-based Scholarship for Any,47274,Telangana,Need-based,2024,ST,All,87,Arts,2025-04-15,2025-06-26,contact@telanganascholarships.gov.in
SCH497596,State Merit-based Scholarship for Arts,58309,Assam,Merit-based,2023,ST,All,54,Arts,2025-05-03,2025-06-26,contact@assamscholarships.gov.in
SCH450397,National Need-based Scholarship for Any,45968,West Bengal,Need-based,2026,All,Male,94,Medical,2025-03-28,2025-05-30,contact@westbengalscholarships.gov.in
SCH491864,Private Merit-based Scholarship for Any,92441,Assam,Merit-based,2026,All,All,68,Science,2025-04-09,2025-05-14,contact@assamscholarships.gov.in
SCH737925,Private Minority Scholarship for Commerce,45844,Punjab,Minority,2024,All,All,81,Commerce,2025-03-29,2025-06-26,contact@punjabscholarships.gov.in
SCH502074,National Research Scholarship for Commerce,172013,West Bengal,Research,2024,General,Male,51,Science,2025-04-21,2025-06-08,contact@westbengalscholarships.gov.in
SCH83865,National Women-specific Scholarship for Commerce,32173,Delhi,Women-specific,2025,SC,All,90,Medical,2025-04-02,2025-05-04,contact@delhischolarships.gov.in
SCH472823,National Women-specific Scholarship for Any,23456,Andhra Pradesh,Women-specific,2023,SC,Female,82,Commerce,2025-03-23,2025-06-11,contact@andhrapradeshscholarships.gov.in
SCH28693,National Merit-based Scholarship for Any,53684,Punjab,Merit-based,2023,OBC,Male,71,Arts,2025-03-28,2025-05-22,contact@punjabscholarships.gov.in
SCH987896,National Research Scholarship for Any,121174,West Bengal,Research,2026,All,Female,79,Science,2025-04-06,2025-05-15,contact@westbengalscholarships.gov.in
SCH300288,State Sports Scholarship for Commerce,49446,Assam,Sports,2023,OBC,All,93,Arts,2025-03-27,2025-05-31,contact@assamscholarships.gov.in
SCH280862,National Merit-based Scholarship for Arts,14085,Rajasthan,Merit-based,2024,All,All,74,Medical,2025-03-28,2025-05-21,contact@rajasthanscholarships.gov.in
SCH452431,Private Minority Scholarship for Arts,7072,Delhi,Minority,2023,ST,Male,73,Science,2025-03-24,2025-05-19,contact@delhischolarships.gov.in
SCH875700,Private Need-based Scholarship for Arts,32939,Maharashtra,Need-based,2023,OBC,Male,78,Commerce,2025-03-14,2025-05-06,contact@maharashtrascholarships.gov.in
SCH58239,Private Research Scholarship for Medical,149725,Andhra Pradesh,Research,2026,All,Female,70,Medical,2025-03-28,2025-06-25,contact@andhrapradeshscholarships.gov.in
SCH683558,Private Sports Scholarship for Medical,18447,Delhi,Sports,2026,ST,All,83,Engineering,2025-04-22,2025-05-24,contact@delhischolarships.gov.in
SCH815794,National Minority Scholarship for Any,43947,Andhra Pradesh,Minority,2025,ST,Male,56,Commerce,2025-05-01,2025-06-05,contact@andhrapradeshscholarships.gov.in
SCH812730,Private Merit-based Scholarship for Arts,93735,Maharashtra,Merit-based,2025,OBC,Male,68,Arts,2025-05-03,2025-06-15,contact@maharashtrascholarships.gov.in
SCH474246,Private Research Scholarship for Engineering,192949,Punjab,Research,2025,General,Male,89,Commerce,2025-03-16,2025-04-25,contact@punjabscholarships.gov.in
SCH753809,Private Need-based Scholarship for Arts,82006,Delhi,Need-based,2024,SC,All,65,Medical,2025-03-27,2025-05-13,contact@delhischolarships.gov.in
SCH570354,Private Minority Scholarship for Arts,40427,Bihar,Minority,2024,General,Female,93,Engineering,2025-04-04,2025-05-07,contact@biharscholarships.gov.in
SCH310299,National Research Scholarship for Engineering,273590,Delhi,Research,2026,All,Female,69,Arts,2025-04-01,2025-05-12,contact@delhischolarships.gov.in
SCH326422,Private Women-specific Scholarship for Commerce,10147,Himachal Pradesh,Women-specific,2026,All,Male,55,Any,2025-05-05,2025-07-22,contact@himachalpradeshscholarships.gov.in
SCH693085,State Merit-based Scholarship for Arts,99715,Uttar Pradesh,Merit-based,2026,ST,Male,64,Medical,2025-04-17,2025-07-01,contact@uttarpradeshscholarships.gov.in
SCH51292,State Minority Scholarship for Medical,48593,Kerala,Minority,2025,ST,Female,51,Engineering,2025-03-28,2025-06-16,contact@keralascholarships.gov.in
SCH486927,State Merit-based Scholarship for Science,70455,West Bengal,Merit-based,2025,SC,All,86,Medical,2025-04-30,2025-06-09,contact@westbengalscholarships.gov.in
SCH818795,Private Research Scholarship for Engineering,220849,Delhi,Research,2023,SC,All,79,Science,2025-04-11,2025-06-21,contact@delhischolarships.gov.in
SCH504023,Private Need-based Scholarship for Medical,81820,Telangana,Need-based,2026,General,Female,63,Any,2025-03-17,2025-05-16,contact@telanganascholarships.gov.in
SCH142089,Private Research Scholarship for Arts,335488,Telangana,Research,2024,General,All,95,Commerce,2025-04-20,2025-06-04,contact@telanganascholarships.gov.in
SCH253161,Private Merit-based Scholarship for Commerce,70674,West Bengal,Merit-based,2023,ST,Male,69,Science,2025-03-27,2025-05-31,contact@westbengalscholarships.gov.in
SCH40429,National Sports Scholarship for Any,44086,Bihar,Sports,2026,SC,Female,91,Any,2025-04-25,2025-07-16,contact@biharscholarships.gov.in
SCH110040,National Merit-based Scholarship for Medical,86122,Assam,Merit-based,2023,OBC,All,59,Science,2025-05-03,2025-07-20,contact@assamscholarships.gov.in
SCH742620,Private Research Scholarship for Commerce,284440,Maharashtra,Research,2025,SC,All,93,Arts,2025-03-19,2025-05-01,contact@maharashtrascholarships.gov.in
SCH73178,State Women-specific Scholarship for Engineering,43189,Telangana,Women-specific,2026,OBC,Female,53,Arts,2025-03-07,2025-05-15,contact@telanganascholarships.gov.in
SCH847611,Private Merit-based Scholarship for Commerce,57086,Assam,Merit-based,2025,General,Male,77,Any,2025-03-14,2025-06-07,contact@assamscholarships.gov.in
SCH609797,State Women-specific Scholarship for Any,30086,Tamil Nadu,Women-specific,2026,All,Male,92,Medical,2025-04-01,2025-05-25,contact@tamilnaduscholarships.gov.in
SCH323671,National Need-based Scholarship for Commerce,60409,West Bengal,Need-based,2025,ST,Male,68,Any,2025-04-29,2025-07-27,contact@westbengalscholarships.gov.in
SCH89935,National Need-based Scholarship for Engineering,94985,Gujarat,Need-based,2026,ST,Male,55,Medical,2025-03-08,2025-04-16,contact@gujaratscholarships.gov.in
SCH595192,Private Research Scholarship for Commerce,273191,Telangana,Research,2026,All,Female,85,Science,2025-04-15,2025-05-26,contact@telanganascholarships.gov.in
SCH329963,National Minority Scholarship for Medical,32837,Tamil Nadu,Minority,2026,OBC,All,82,Arts,2025-04-14,2025-05-14,contact@tamilnaduscholarships.gov.in
SCH903674,Private Sports Scholarship for Arts,7192,Telangana,Sports,2026,SC,Male,87,Science,2025-03-09,2025-05-14,contact@telanganascholarships.gov.in
SCH442082,Private Need-based Scholarship for Any,78997,Bihar,Need-based,2025,ST,All,55,Commerce,2025-04-30,2025-07-17,contact@biharscholarships.gov.in
SCH312266,State Need-based Scholarship for Any,96997,Bihar,Need-based,2025,All,Male,71,Commerce,2025-04-18,2025-05-22,contact@biharscholarships.gov.in
SCH776051,State Research Scholarship for Commerce,296012,Andhra Pradesh,Research,2025,ST,Female,68,Arts,2025-04-12,2025-06-27,contact@andhrapradeshscholarships.gov.in
SCH665454,Private Merit-based Scholarship for Commerce,49855,Haryana,Merit-based,2025,General,All,80,Commerce,2025-04-22,2025-07-11,contact@haryanascholarships.gov.in
SCH187079,National Sports Scholarship for Any,24120,Haryana,Sports,2023,SC,Female,55,Medical,2025-04-27,2025-07-13,contact@haryanascholarships.gov.in
SCH541169,State Minority Scholarship for Medical,45356,Bihar,Minority,2025,General,All,57,Commerce,2025-03-24,2025-05-10,contact@biharscholarships.gov.in
SCH663989,Private Sports Scholarship for Medical,48198,Haryana,Sports,2024,SC,All,65,Science,2025-04-04,2025-05-27,contact@haryanascholarships.gov.in
SCH234209,National Sports Scholarship for Arts,10531,Haryana,Sports,2024,ST,Female,74,Medical,2025-03-16,2025-05-23,contact@haryanascholarships.gov.in
SCH183440,Private Women-specific Scholarship for Medical,18818,Uttar Pradesh,Women-specific,2025,General,All,66,Engineering,2025-04-12,2025-06-27,contact@uttarpradeshscholarships.gov.in
SCH32406,State Need-based Scholarship for Science,72420,Assam,Need-based,2024,ST,All,95,Science,2025-03-26,2025-05-25,contact@assamscholarships.gov.in
SCH38567,National Minority Scholarship for Commerce,33490,West Bengal,Minority,2026,ST,All,70,Commerce,2025-03-07,2025-04-24,contact@westbengalscholarships.gov.in
SCH786883,Private Merit-based Scholarship for Any,56376,Assam,Merit-based,2025,SC,Female,67,Engineering,2025-04-30,2025-06-26,contact@assamscholarships.gov.in
SCH42338,Private Women-specific Scholarship for Science,35219,Kerala,Women-specific,2024,All,Male,83,Arts,2025-04-25,2025-07-07,contact@keralascholarships.gov.in
SCH138620,Private Minority Scholarship for Engineering,49092,Haryana,Minority,2023,General,Female,56,Commerce,2025-03-07,2025-05-29,contact@haryanascholarships.gov.in
SCH918596,State Women-specific Scholarship for Arts,19379,Delhi,Women-specific,2025,OBC,Male,51,Commerce,2025-04-22,2025-06-09,contact@delhischolarships.gov.in
SCH591977,Private Merit-based Scholarship for Any,38419,Bihar,Merit-based,2023,General,Male,88,Medical,2025-05-06,2025-07-13,contact@biharscholarships.gov.in
SCH242150,Private Women-specific Scholarship for Commerce,17108,Tamil Nadu,Women-specific,2024,SC,Female,79,Any,2025-05-03,2025-06-09,contact@tamilnaduscholarships.gov.in
SCH844630,State Women-specific Scholarship for Arts,32982,Bihar,Women-specific,2025,SC,Male,54,Arts,2025-04-20,2025-07-16,contact@biharscholarships.gov.in
SCH27311,State Research Scholarship for Arts,81488,Assam,Research,2025,OBC,Female,54,Science,2025-03-23,2025-06-13,contact@assamscholarships.gov.in
SCH755231,State Sports Scholarship for Medical,47302,Himachal Pradesh,Sports,2024,All,Female,63,Commerce,2025-04-07,2025-05-13,contact@himachalpradeshscholarships.gov.in
SCH133967,Private Research Scholarship for Arts,104152,Delhi,Research,2023,All,All,66,Science,2025-03-09,2025-04-12,contact@delhischolarships.gov.in
SCH139746,National Research Scholarship for Any,385720,Andhra Pradesh,Research,2023,ST,Female,59,Any,2025-03-07,2025-06-04,contact@andhrapradeshscholarships.gov.in
SCH405510,Private Research Scholarship for Engineering,320209,Punjab,Research,2026,ST,Female,75,Any,2025-04-21,2025-07-20,contact@punjabscholarships.gov.in
SCH873431,National Sports Scholarship for Engineering,30193,Bihar,Sports,2026,General,All,84,Arts,2025-04-20,2025-07-11,contact@biharscholarships.gov.in
SCH23790,State Women-specific Scholarship for Science,8617,Punjab,Women-specific,2023,SC,All,71,Engineering,2025-04-16,2025-06-26,contact@punjabscholarships.gov.in
SCH756318,Private Minority Scholarship for Medical,16574,Uttar Pradesh,Minority,2026,OBC,Female,94,Science,2025-04-11,2025-05-13,contact@uttarpradeshscholarships.gov.in
SCH148507,Private Women-specific Scholarship for Arts,36883,Delhi,Women-specific,2026,OBC,Male,52,Medical,2025-03-12,2025-06-06,contact@delhischolarships.gov.in
SCH727820,Private Women-specific Scholarship for Medical,37062,Andhra Pradesh,Women-specific,2025,ST,All,78,Engineering,2025-03-31,2025-05-04,contact@andhrapradeshscholarships.gov.in
SCH362889,National Minority Scholarship for Arts,7805,Assam,Minority,2024,All,Female,93,Commerce,2025-04-01,2025-05-08,contact@assamscholarships.gov.in
SCH841963,Private Women-specific Scholarship for Medical,9720,Gujarat,Women-specific,2024,ST,All,51,Science,2025-03-09,2025-05-25,contact@gujaratscholarships.gov.in
SCH35166,Private Need-based Scholarship for Any,27109,Assam,Need-based,2023,SC,Male,79,Commerce,2025-03-07,2025-04-17,contact@assamscholarships.gov.in
SCH46648,National Sports Scholarship for Engineering,12482,Haryana,Sports,2024,General,Male,77,Arts,2025-04-07,2025-06-14,contact@haryanascholarships.gov.in
SCH65785,National Minority Scholarship for Any,42746,Tamil Nadu,Minority,2025,OBC,Male,87,Medical,2025-04-10,2025-05-18,contact@tamilnaduscholarships.gov.in
SCH18428,National Merit-based Scholarship for Arts,28512,Punjab,Merit-based,2024,SC,All,60,Science,2025-04-24,2025-06-19,contact@punjabscholarships.gov.in
SCH670729,National Sports Scholarship for Medical,11551,Karnataka,Sports,2026,OBC,Male,81,Engineering,2025-04-26,2025-07-19,contact@karnatakascholarships.gov.in
SCH847400,National Merit-based Scholarship for Engineering,95426,Andhra Pradesh,Merit-based,2025,ST,All,80,Any,2025-04-13,2025-07-08,contact@andhrapradeshscholarships.gov.in
SCH375880,National Need-based Scholarship for Any,45513,Gujarat,Need-based,2026,OBC,Male,89,Any,2025-04-09,2025-06-06,contact@gujaratscholarships.gov.in
SCH678565,National Sports Scholarship for Any,37760,Assam,Sports,2023,SC,Female,76,Engineering,2025-04-15,2025-07-14,contact@assamscholarships.gov.in
SCH82724,National Need-based Scholarship for Commerce,22541,Karnataka,Need-based,2024,ST,All,92,Medical,2025-04-15,2025-06-07,contact@karnatakascholarships.gov.in
SCH253504,National Merit-based Scholarship for Engineering,29558,Kerala,Merit-based,2026,ST,Male,60,Any,2025-04-19,2025-07-12,contact@keralascholarships.gov.in
SCH292434,Private Merit-based Scholarship for Arts,47363,Assam,Merit-based,2025,SC,All,79,Engineering,2025-03-20,2025-05-16,contact@assamscholarships.gov.in
SCH999381,National Women-specific Scholarship for Commerce,16526,Delhi,Women-specific,2023,ST,All,57,Engineering,2025-03-17,2025-06-05,contact@delhischolarships.gov.in
SCH334609,State Women-specific Scholarship for Commerce,42995,Karnataka,Women-specific,2024,SC,Male,57,Arts,2025-03-27,2025-05-22,contact@karnatakascholarships.gov.in
SCH200005,National Merit-based Scholarship for Any,64079,Karnataka,Merit-based,2026,OBC,Male,80,Commerce,2025-05-01,2025-06-12,contact@karnatakascholarships.gov.in
SCH735901,State Merit-based Scholarship for Medical,38333,West Bengal,Merit-based,2026,OBC,Female,73,Medical,2025-05-05,2025-07-13,contact@westbengalscholarships.gov.in
SCH12965,National Women-specific Scholarship for Any,28500,Uttar Pradesh,Women-specific,2025,OBC,Male,94,Commerce,2025-03-24,2025-05-05,contact@uttarpradeshscholarships.gov.in
SCH632023,National Minority Scholarship for Engineering,35509,Assam,Minority,2024,SC,Male,68,Commerce,2025-04-05,2025-05-31,contact@assamscholarships.gov.in
SCH722705,Private Women-specific Scholarship for Medical,42887,Haryana,Women-specific,2024,General,Female,83,Science,2025-04-11,2025-07-04,contact@haryanascholarships.gov.in
SCH271842,State Sports Scholarship for Science,23295,Himachal Pradesh,Sports,2026,OBC,Male,70,Science,2025-03-07,2025-05-22,contact@himachalpradeshscholarships.gov.in
SCH13032,National Sports Scholarship for Commerce,5332,Karnataka,Sports,2023,ST,All,82,Engineering,2025-04-02,2025-05-04,contact@karnatakascholarships.gov.in
SCH658481,State Sports Scholarship for Science,11422,Telangana,Sports,2024,General,All,50,Any,2025-04-04,2025-06-04,contact@telanganascholarships.gov.in
SCH848250,National Need-based Scholarship for Arts,48769,Telangana,Need-based,2023,General,Female,92,Arts,2025-03-22,2025-06-01,contact@telanganascholarships.gov.in
SCH414279,State Women-specific Scholarship for Commerce,43250,Haryana,Women-specific,2026,OBC,All,75,Medical,2025-03-08,2025-05-06,contact@haryanascholarships.gov.in
SCH177943,State Women-specific Scholarship for Any,46510,Rajasthan,Women-specific,2023,ST,All,71,Commerce,2025-03-07,2025-05-31,contact@rajasthanscholarships.gov.in
SCH65739,State Minority Scholarship for Arts,45140,Assam,Minority,2024,General,All,71,Any,2025-04-10,2025-06-15,contact@assamscholarships.gov.in
SCH125753,Private Sports Scholarship for Arts,8379,Assam,Sports,2025,ST,All,52,Arts,2025-03-14,2025-05-07,contact@assamscholarships.gov.in
SCH403434,Private Need-based Scholarship for Commerce,18782,Rajasthan,Need-based,2024,OBC,Female,65,Commerce,2025-04-11,2025-06-25,contact@rajasthanscholarships.gov.in
SCH105904,State Women-specific Scholarship for Any,43018,Delhi,Women-specific,2024,OBC,Female,72,Arts,2025-05-01,2025-07-14,contact@delhischolarships.gov.in
SCH362808,National Minority Scholarship for Engineering,29432,Telangana,Minority,2026,All,All,57,Science,2025-03-29,2025-05-26,contact@telanganascholarships.gov.in
SCH823927,Private Research Scholarship for Arts,469379,Maharashtra,Research,2023,OBC,Female,55,Engineering,2025-04-19,2025-07-18,contact@maharashtrascholarships.gov.in
SCH886617,State Need-based Scholarship for Engineering,24334,Tamil Nadu,Need-based,2023,OBC,Female,59,Medical,2025-03-17,2025-05-03,contact@tamilnaduscholarships.gov.in
SCH84890,State Minority Scholarship for Any,40483,Andhra Pradesh,Minority,2026,SC,Female,78,Any,2025-05-05,2025-06-12,contact@andhrapradeshscholarships.gov.in
SCH322498,National Minority Scholarship for Engineering,6444,Andhra Pradesh,Minority,2024,All,All,71,Science,2025-05-01,2025-07-21,contact@andhrapradeshscholarships.gov.in
SCH259670,Private Women-specific Scholarship for Arts,36860,Punjab,Women-specific,2026,ST,Female,86,Medical,2025-04-13,2025-06-24,contact@punjabscholarships.gov.in
SCH451089,State Need-based Scholarship for Medical,73470,Maharashtra,Need-based,2023,OBC,Female,68,Science,2025-03-30,2025-05-17,contact@maharashtrascholarships.gov.in
SCH516009,National Sports Scholarship for Any,40082,Haryana,Sports,2024,OBC,Male,65,Engineering,2025-03-25,2025-05-05,contact@haryanascholarships.gov.in
SCH182837,Private Minority Scholarship for Medical,33894,Assam,Minority,2024,OBC,All,95,Engineering,2025-03-23,2025-05-15,contact@assamscholarships.gov.in
SCH840018,National Minority Scholarship for Arts,34388,Punjab,Minority,2025,General,Male,75,Science,2025-04-10,2025-05-20,contact@punjabscholarships.gov.in
SCH980172,State Research Scholarship for Medical,52251,Gujarat,Research,2025,SC,Female,68,Commerce,2025-04-23,2025-06-26,contact@gujaratscholarships.gov.in
SCH117153,Private Sports Scholarship for Science,27196,Gujarat,Sports,2026,General,Male,93,Commerce,2025-04-20,2025-05-27,contact@gujaratscholarships.gov.in
SCH805602,National Minority Scholarship for Science,45469,Delhi,Minority,2026,SC,Male,70,Engineering,2025-04-29,2025-06-12,contact@delhischolarships.gov.in
